IATA,City,Latitude,Longitude
MDY,Midway,28.201725,-177.380636
MDZ,Mendoza,-32.831717,-68.792856
ME5,Swans Island,44.1653889,-68.4281667
MEA,MacaÃ©,-22.343,-41.766
MEB,Melbourne,-37.728056,144.901944
MEC,Manta,-0.946078,-80.678808
MED,Madinah,24.553422,39.705061
MEE,Mare,-21.481678,168.037508
MEG,Malanje,-9.525086,16.312406
MEH,Mehamn,71.029722,27.826667
MEI,Meridian,32.332624,-88.751868
MEK,Meknes,33.879067,-5.515125
MEL,Melbourne,-37.673333,144.843333
MEM,Memphis,35.042417,-89.976667
MEN,Mende,44.502108,3.532819
MER,Merced,37.380481,-120.568189
MES,Medan,3.558056,98.671722
MEX,Mexico City,19.436303,-99.072097
MEY,Meghauli,27.583,84.233
MEZ,Musina,-25.704458,26.908978
MFA,Mafia Island,-7.913889,39.665
MFD,Mansfield,40.8214167,-82.5166389
MFE,Mcallen,26.175833,-98.238611
MFG,Muzaffarabad,34.339022,73.508639
MFI,Marshfield,44.6368797,-90.1893267
MFJ,Moala,-18.5667,179.951
MFK,Matsu Islands,26.224153,120.00275
MFM,Macau,22.149556,113.591558
MFN,Milford Sound,-44.67333,167.92333
MFQ,Maradi,13.502531,7.126753
MFR,Medford,42.374228,-122.8735
MFT,Machu Pichu,-13.1167,-72.5667
MFU,Mfuwe,-13.258878,31.936581
MFX,Ajaccio,45.4069,6.58056
MGA,Managua,12.141494,-86.168178
MGB,Mount Gambier,-37.7456,140.785
MGC,Michigan City,41.7033,-86.8211
MGE,Marietta,33.915382,-84.516319
MGF,Maringa,-23.476392,-52.016406
MGH,Margate,-30.857408,30.343019
MGJ,Montgomery,41.5099884,-74.2646444
MGL,Moenchengladbach,51.230356,6.504494
MGM,MONTGOMERY,32.3006389,-86.3939722
MGN,Magangue,9.284739,-74.846092
MGQ,Mogadishu,2.01444,45.3047
MGR,Moultrie,31.0849167,-83.80325
MGS,Mangaia Island,-21.8956,-157.905
MGT,Milingimbi,-12.0944,134.894
MGW,Morgantown,39.642908,-79.916314
MGY,Dayton,39.5889722,-84.2248611
MGZ,Myeik,12.439797,98.621478
MHA,Mahdia,5.266667,-59.15
MHD,Mashhad,36.234,59.643
MHG,Mannheim,49.472706,8.514264
MHH,Marsh Harbor,26.511406,-77.083472
MHK,Manhattan,39.140972,-96.670833
MHM,Lake Minchumina,63.886111,-152.301944
MHP,Minsk,53.864472,27.539683
MHQ,Mariehamn,60.122203,19.898156
MHR,Sacramento,38.553897,-121.297592
MHT,Manchester NH,42.932556,-71.435667
MHU,Mount Hotham,-37.0475,147.334
MHV,Mojave,35.059364,-118.151856
MHX,Manihiki Island,-10.3767,-161.002
MHZ,Mildenhall,52.361933,0.486406
MIA,Miami,25.79325,-80.290556
MIB,Minot,48.415572,-101.357661
MIC,Crystal,45.0343,-93.2114
MID,Merida,20.936981,-89.657672
MIE,Muncie,40.2424722,-85.39575
MIG,Mianyang,31.4281,104.741
MII,MarÃ_lia,-22.196892,-49.9264
MIJ,Mili Island,6.08333,171.733
MIK,Mikkeli,61.6866,27.201794
MIL,Milan,45.463611,9.188056
MIM,Merimbula,-36.9086,149.901
MIR,Monastir,35.758056,10.754722
MIS,Misima Island,-10.6892,152.838
MIU,Maiduguri,11.855347,13.08095
MIV,Millville,39.367806,-75.072222
MJA,Manja,-21.417,44.317
MJB,Mejit Atoll,10.2833,170.883
MJC,Man,7.272069,-7.587364
MJD,Moenjodaro,27.335156,68.143053
MJE,Majkin,7.833,168.167
MJF,Mosjoen,65.783997,13.214914
MJI,Tripoli,32.8941,13.276
MJK,Shark Bay,-25.8939,113.577
MJL,Mouila,-1.84514,11.0567
MJM,Mbuji-mayi,-6.121236,23.569008
MJN,Mahajanga,-15.667144,46.351828
MJT,Mytilini,39.056667,26.598333
MJU,Mamuju,-2.583333,119.033333
MJV,Murcia,37.774972,-0.812389
MJZ,Mirnyj,62.534689,114.038928
MKC,Kansas City,39.1275,-94.598889
MKE,Milwaukee,42.947222,-87.896583
MKG,Muskegon,43.1695,-86.2382
MKK,Molokai,21.152886,-157.096256
MKL,Jackson,35.599889,-88.915611
MKM,Mukah,2.90639,112.08
MKO,Muskogee,35.656489,-95.366656
MKP,Makemo,-16.583919,-143.658369
MKQ,Merauke,-8.520294,140.418453
MKR,Meekatharra,-26.6117,118.548
MKS,Mekane Selam,10.633333,38.783333
MKU,Makokou,0.579211,12.890908
MKW,Manokwari,-0.891833,134.049183
MKY,Mackay,-21.171667,149.179722
MKZ,Malacca,2.263361,102.251553
MLA,Malta,35.857497,14.4775
MLB,Melbourne,28.102753,-80.645258
MLC,Mcalester,34.882403,-95.783463
MLD,Malad City,42.17,-112.289
MLE,Male,4.191833,73.529128
MLG,Malang,-7.926556,112.714514
MLH,Mulhouse,47.589583,7.529914
MLI,Moline,41.448528,-90.507539
MLJ,Milledgeville,33.154225,-83.2414139
MLL,Marshall,61.8646418,-162.026111
MLM,Morelia,19.849944,-101.0255
MLN,Melilla,35.279817,-2.956256
MLO,Milos,36.696111,24.4775
MLS,Miles City,46.428,-105.886
MLT,Millinocket,45.647836,-68.685561
MLU,Monroe,32.510864,-92.037689
MLW,Monrovia,6.289061,-10.758722
MLX,Malatya,38.435347,38.091006
MLY,Manley Hot Springs,64.9975,-150.644167
MMB,Memanbetsu,43.880606,144.164053
MMD,Minami Daito,25.846533,131.263494
MME,Teesside,54.509189,-1.429406
MMG,Mount Magnet,-28.1161,117.842
MMH,Mammoth Lakes,37.624049,-118.837772
MMI,Athens,35.39919,-84.56177
MMJ,Matsumoto,36.166758,137.922669
MMK,Murmansk,68.781672,32.750822
MMO,Maio,15.155928,-23.213703
MMU,Morristown,40.79935,-74.4148747
MMV,Mackminnville,45.194444,-123.135944
MMX,Malmoe,55.530193,13.371639
MMY,Miyako,24.782833,125.295111
MMZ,Maimama,35.930789,64.760917
MNB,Muanda,-5.930858,12.351789
MNC,Nacala,-14.488233,40.71225
MNF,Mana Island,-17.6731,177.098
MNG,Maningrida,-12.0561,134.234
MNI,Geralds,16.791389,-62.193333
MNJ,Mananjary,-21.201772,48.358317
MNK,Maiana,0.933333,173
MNL,Manila,14.508647,121.019581
MNM,Macon,45.12665,-87.638443
MNT,Minto,65.143611,-149.37
MNU,Mawlamyine,16.444747,97.660669
MNX,Manicore,-5.811381,-61.278319
MNY,Stirling Island,-7.41694,155.565
MNZ,Manassas,38.721389,-77.515556
MOA,Moa,20.654114,-74.922114
MOB,Mobile,30.691231,-88.242814
MOC,Montes Claros,-16.706925,-43.8189
MOD,Modesto,37.625817,-120.954422
MOF,Maumere,-8.640647,122.236889
MOG,Mong Hsat,20.516758,99.256825
MOH,Mohanbari,27.483853,95.016922
MOI,Mitiaro Island,-19.8425,-157.703
MOL,Molde,62.744722,7.2625
MON,Glentanner,-43.906666,170.128333
MOO,Moomba,-28.1,140.2
MOQ,Morondava,-20.28475,44.317614
MOS,Marktoberdorf,47.777,10.623
MOT,Minot,48.259378,-101.280333
MOU,Mountain Village,62.0954,-163.682
MOV,Moranbah,-22.0578,148.077
MOW,Moscow,55.7557,37.6176
MOZ,Moorea,-17.489972,-149.761869
MPA,Mpacha,-17.6344,24.1767
MPB,Miami,25.7783,-80.1703
MPH,Caticlan,11.9214999,121.953
MPI,Mariposa,37.3039,-120.0222
MPK,Mokpo,34.758906,126.379872
MPL,Montpellier,43.576194,3.963014
MPM,Maputo,-25.920836,32.572606
MPN,Mount Pleasant,-51.822777,-58.447222
MPP,Mulatupo,8.95,-77.75
MPU,Mamitupo,9.186667,-77.984167
MPV,Montpelier,44.203503,-72.562328
MPW,Mariupol International,47.0761,37.4496
MPY,Maripasoula,3.6575,-54.037222
MQB,Macomb,40.5200833,-90.6523889
MQC,Miquelon,47.095472,-56.380278
MQF,Magnetiogorsk,53.393131,58.755661
MQH,Minacu,-13.526944,-48.220556
MQI,Manteo,35.5514,-75.4173
MQL,Mildura,-34.2292,142.086
MQM,Mardin,37.2233,40.6317
MQN,Mo i Rana,66.3639,14.3014
MQP,Mpumalanga,-25.3832,31.1056
MQQ,Moundou,8.624406,16.071419
MQS,Mustique,12.887947,-61.180161
MQT,Marquette,46.353611,-87.395278
MQX,Makale,13.467367,39.533464
MRA,Misratah,32.325,15.061
MRB,Martinsburg,39.2407,-77.591
MRD,Merida,8.582294,-71.161186
MRE,Masai Mara,-1.406111,35.008056
MRI,Anchorage,61.213544,-149.844447
MRK,Marco Island Airport,25.9950278,-81.6725278
MRN,Morganton,35.8202336,-81.6115119
MRO,Masterton,-40.973333,175.633611
MRQ,Gasan,13.360967,121.825583
MRS,Marseille,43.435555,5.213611
MRU,Plaisance,-20.430235,57.6836
MRV,Mineralnye Vody,44.225072,43.081889
MRX,Bandar Mahshahr,30.556192,49.151879
MRY,Monterey,36.587,-121.842944
MRZ,Moree,-29.4989,149.845
MSA,Muskrat Dam,53.4414,-91.7628
MSE,Manston,51.342222,1.346111
MSH,Masirah,20.675434,58.890467
MSI,South Aari Atoll,3.295,72.4814
MSJ,Misawa,40.703222,141.368364
MSL,Muscle Shoals,34.7453,-87.6102
MSN,Madison,43.139858,-89.337514
MSO,Missoula,46.916306,-114.090556
MSP,Minneapolis,44.881956,-93.221767
MSQ,Minsk 2,53.882469,28.030731
MSR,Mus,38.747769,41.661236
MSS,Massena,44.935833,-74.845547
MST,Maastricht,50.911658,5.770144
MSU,Maseru,-29.462256,27.552503
MSW,Massawa,15.669989,39.370103
MSY,New Orleans,29.993389,-90.258028
MSZ,Mocamedes,-15.261222,12.146756
MTC,Mount Clemens,42.608333,-82.8355
MTF,Mizan Teferi,6.967,35.533
MTH,Marathon,24.726111,-81.051389
MTJ,Montrose CO,38.509794,-107.894242
MTK,Makin,3.383333,173
MTL,Maitland,-32.7033,151.488
MTM,Metakatla,55.131111,-131.578056
MTN,Baltimore,39.3256667,-76.4137778
MTR,Monteria,8.823744,-75.825831
MTS,Manzini,-26.529022,31.307519
MTT,Minatitlan,18.103419,-94.580681
MTV,Ablow,-13.666,167.712
MTY,Monterrey,25.778489,-100.106878
MUA,Munda,-8.32797,157.263
MUB,Maun,-19.972564,23.431086
MUC,Munich,48.353783,11.786086
MUE,Kamuela,20.001328,-155.668108
MUH,Mersa-matruh,31.325356,27.221689
MUI,Muir,40.434811,-76.569411
MUK,Mauke Island,-20.1361,-157.345
MUN,Maturin,9.749067,-63.1534
MUO,Mountain Home,43.043603,-115.872431
MUQ,Munich,48.1408,11.555
MUR,Marudi,4.1775,114.321944
MUW,Ghriss,35.207725,0.147142
MUX,Multan,30.203222,71.419111
MUZ,Musoma,-1.483,33.8
MVA,Myvatn,65.6558,-16.9181
MVB,Franceville,-1.656156,13.438036
MVD,Montevideo,-34.838417,-56.030806
MVF,Mossoro,-5.20192,-37.3643
MVL,Morrisville,44.535,-72.614
MVP,Mitu,1.253664,-70.233878
MVQ,Mogilev,53.9549,30.0951
MVR,Maroua,10.451392,14.257361
MVS,Mucuri,-18.0489,-39.8642
MVT,Mataiva,-14.868055,-148.717225
MVV,Verdun,45.8208,6.65222
MVY,Vineyard Haven MA,41.391667,-70.615278
MVZ,Masvingo,-20.055333,30.859111
MWA,Marion,37.7549569,-89.0110936
MWB,Morawa,-29.211,116.009
MWC,Milwaukee,43.1103889,-88.0344167
MWF,Maewo Island,-15,168.083
MWH,Grant County Airport,47.207708,-119.32019
MWK,Anambas Islands,3.348119,106.25805
MWL,Mineral Wells,32.781606,-98.060175
MWM,Windom,43.9134017,-95.1094083
MWP,Mountain,28,85.333
MWQ,Magwe,20.165453,94.941185
MWX,Muan,34.991389,126.382778
MWZ,Mwanza,-2.444486,32.932667
MXF,Montgomery,32.382944,-86.365778
MXH,Moro,-6.36333,143.238
MXJ,Minna,9.652172,6.462256
MXL,Mexicali,32.630634,-115.241637
MXM,Morombe,-21.753867,43.375533
MXN,Morlaix,48.603222,-3.815783
MXP,Milano,45.630606,8.728111
MXS,Savaii Island,-13.733,-172.3
MXT,Maintirano,-18.05,44.033
MXV,Muren,49.6633,100.099
MXX,Mora,60.957908,14.511383
MXY,McCarthy,61.4370608,-142.9030737
MXZ,Meixian,24.35,116.133
MYA,Moruya,-35.8978,150.144
MYB,Mayumba,-3.416667,10.65
MYC,Maracay,10.249978,-67.649419
MYD,Malindi,-3.22931,40.1017
MYE,Miyakejima,34.0736,139.56
MYF,San Diego,32.4759,117.759
MYG,Mayaguana,22.379528,-73.0135
MYI,Murray Island,-9.91667,144.055
MYJ,Matsuyama,33.827222,132.699722
MYL,McCall,44.889722,-116.101389
MYP,Mary,37.6194,61.8967
MYQ,Mysore,12.3072,76.6497
MYR,Myrtle Beach,33.67975,-78.928333
MYT,Myitkyina,25.383636,97.351919
MYU,Mekoryuk,60.3714,-166.271
MYV,Yuba City,39.0553,-121.3411
MYW,Mtwara,-10.339058,40.181781
MYY,Miri,4.322014,113.986806
MZB,Mocimboa Da Praia,-11.361789,40.354875
MZG,Makung,23.568669,119.628311
MZH,Merzifon,40.829375,35.521992
MZI,Mopti,14.512803,-4.079561
MZJ,Marana,32.509722,-111.325278
MZK,Marakei,2.050278,173.266667
MZL,Manizales,5.029597,-75.464708
MZM,Metz,49.071667,6.131667
MZO,Manzanillo,20.288172,-77.0893
MZP,Motueka,-41.123299,172.988998
MZR,Mazar-i-sharif,36.706914,67.209678
MZT,Mazatlan,23.161356,-106.266072
MZV,Mulu,4.048333,114.805
N53,East Stroudsburg,41.0358717,-75.1606789
N69,Stormville,41.5769708,-73.7323514
N87,Trenton,40.2139444,-74.6017778
NAA,Narrabri,-30.3192,149.827
NAG,Nagpur,21.092192,79.047183
NAH,Naha,3.683214,125.528019
NAI,Annai,3.95,-59.133333
NAJ,Nakhchivan,39.1888,45.4584
NAK,Nakhon Ratchasima,14.949497,102.312736
NAL,Nalchik,43.5129,43.6366
NAN,Nandi,-17.755392,177.443378
NAO,Nanchong,30.754,106.062
NAP,Naples,40.886033,14.290781
NAQ,Qaanaaq,77.4886,-69.3887
NAS,Nassau,25.038958,-77.466231
NAT,Natal,-5.911417,-35.247717
NAV,Nevsehir,38.771867,34.53455
NAW,Narathiwat,6.519922,101.7434
NAY,Beijing,39.7825,116.387778
NBB,Berezovo,63.9241,65.0487
NBC,Nizhnekamsk,55.34,52.06
NBE,Enfidha,36.075833,10.438611
NBG,New Orleans,29.825333,-90.035
NBO,Nairobi,-1.319167,36.9275
NBS,Baishan,42.088056,127.548889
NBU,Glenview,42.090556,-87.8225
NBX,Nabire,-3.368183,135.496406
NCA,North Caicos,21.917475,-71.939561
NCE,Nice,43.658411,7.215872
NCL,Newcastle,55.0375,-1.691667
NCN,Chenega,60.077222,-147.991944
NCS,Newcastle,-27.770586,29.976894
NCU,Nukus,42.4884,59.6233
NCY,Annecy,45.929233,6.098764
ND4,Haliburton,45.110833,-78.64
NDA,Bandanaira-Naira Island,-4.53333,129.9
NDB,Nouadhibou,20.933067,-17.029956
NDC,Nanded,19.1833,77.3167
NDG,Qiqihar,47.239628,123.918131
NDJ,N'djamena,12.133689,15.034019
NDK,Namorik Atoll,5.63167,168.125
NDR,El Aroui,34.9888,-3.02821
NDU,Rundu,-17.956461,19.719439
NDY,Sanday,59.2503,-2.57667
NDZ,Cuxhaven,53.768612,8.644722
NEC,Necochea,-38.483056,-58.817222
NEG,Negril,18.34,-78.335556
NEL,Lakehurst,40.033333,-74.353333
NEV,Charlestown,17.205678,-62.589869
NEW,New Orleans,30.0424167,-90.02825
NEZ,Nezhitino,57.47944445,43.29750001
NF4,Lindsay,44.364722,-78.783889
NFG,Nefteyugansk,61.1083,72.65
NFL,Fallon,39.416584,-118.70098
NFO,"Angaha, Niuafo'ou Island",-15.5708,-175.633
NGB,Ninbo,29.826683,121.461906
NGE,N'gaoundere,7.357011,13.559242
NGF,Kaneohe Bay,21.450453,-157.768
NGI,Ngau,-18.1156,179.34
NGO,Nagoya,34.858414,136.805408
NGP,Corpus Christi,27.692701,-97.290376
NGQ,Shiquanhe,32.10027,80.052778
NGS,Nagasaki,32.916944,129.913611
NGU,Norfolk,36.937644,-76.289289
NGX,Manang,28.633,84
NGZ,Alameda,37.7861,-122.3186
NHA,Nhatrang,12.227467,109.192322
NHD,Minhad AB,25.02694,55.36611
NHK,Patuxent River,38.285981,-76.411781
NHT,Northolt,51.553,-0.418167
NHV,Nuku Hiva,-8.795603,-140.228789
NIB,Nikolai,63.010833,-154.383889
NIC,Nicosia,35.15111,33.27222
NID,China,35.685422,-117.692039
NIG,Nikunau,-1.35,176.45
NIM,Niamey,13.481547,2.183614
NIO,Nioki,-2.7175,17.6847
NIP,Jacksonville,30.235834,-81.680556
NIT,Niort,46.311303,-0.401503
NIU,Niau,-16.119037,-146.368406
NJC,Nizhnevartovsk,60.949272,76.483617
NJF,Najaf,31.991667,44.404167
NJK,El Centro,32.829222,-115.671667
NKC,Nouakschott,18.097856,-15.947956
NKG,Nanjing,31.742042,118.862025
NKM,Nagoya,35.255,136.924
NKT,Cherry Point,34.900872,-76.880733
NKX,Miramar,32.867694,-117.14175
NLA,Ndola,-12.998139,28.664944
NLC,Lemoore,36.333012,-119.95208
NLD,Nuevo Laredo,27.443918,-99.57046
NLF,Darnley Island,-9.58333,143.767
NLG,Nelson Lagoon,56.0075,-161.160278
NLK,Norfolk Island,-29.041625,167.938742
NLO,Kinshasa,-4.326689,15.327342
NLP,Nelspruit,-25.5,30.9138
NLT,Xinyuan,43.433056,83.380278
NLV,Nikolayev,47.0579,31.9198
NMA,Namangan,40.9846,71.5567
NMB,Daman,20.434364,72.843206
NME,Nightmute,60.471111,-164.700833
NML,Fort McMurray,57.055599,-111.573997
NMM,Meridian,32.552083,-88.555557
NNA,Kentira,34.298864,-6.595878
NNB,Santa Ana,-10.848056,162.454167
NNG,Nanning,22.608267,108.172442
NNL,Nondalton,59.966944,-154.851667
NNM,Naryan-Mar,67.380537,53.051016
NNR,Indreabhan,53.2303,-9.46778
NNT,Nan,18.807914,100.783419
NNX,Nunukan-Nunukan Island,4.13653,117.667
NNY,Nanyang,32.9808,112.615
NOA,Nowra,-34.9489,150.537
NOB,Nosara Beach,9.97649,-85.653
NOC,Connaught,53.910297,-8.818492
NOE,Norden,53.632221,7.191389
NOG,Nogales,31.226083,-110.975831
NOI,Novorossiysk,44.4016,37.7779
NOJ,Noyabrsk,63.110079,75.162243
NON,Nonouti,-0.616667,174.366667
NOR,Nordfjordur,65.131897,-13.7463999
NOS,Nosy-be,-13.312067,48.314822
NOU,Noumea,-22.014553,166.212972
NOV,Huambo,-12.808878,15.760547
NOW,Port Angeles,48.141481,-123.414075
NOZ,Novokuznetsk,53.8114,86.8772
NPA,Pensacola,30.352656,-87.318647
NPE,NAPIER,-39.465833,176.87
NPL,New Plymouth,-39.008611,174.179167
NPZ,Valparaiso,41.4539722,-87.0070833
NQA,Millington,35.356667,-89.870278
NQI,Kingsville,27.507223,-97.809723
NQN,Neuquen,-38.949,-68.155711
NQT,Nottingham,52.92,-1.079167
NQU,NuquÃ_,5.7,-77.28
NQX,Key West,24.575834,-81.688889
NQY,Newquai,50.440558,-4.995408
NRA,Narrandera,-34.7022,146.512
NRD,Norderney,53.706822,7.230247
NRK,Norrkoeping,58.586253,16.250622
NRL,North Ronaldsay,59.3675,-2.43444
NRN,Weeze,51.602222,6.141944
NRT,Tokyo,35.764722,140.386389
NSB,Bimini,25.767,-79.25
NSE,Milton,30.724167,-87.021944
NSH,Noshahr,36.663333,51.464722
NSI,Yaounde,3.722556,11.553269
NSK,Norilsk,69.311053,87.332183
NSN,Nelson,-41.298333,173.221111
NSO,Scone,-32.0372,150.832
NST,Nakhon Si Thammarat,8.539617,99.944725
NSY,Sigonella,37.401664,14.922358
NTB,Notodden,59.565683,9.212222
NTD,Point Mugu,34.120285,-119.12094
NTE,Nantes,47.153189,-1.610725
NTG,Nantong,32.0708,120.976
NTL,Newcastle,-32.78,151.83
NTN,Normanton,-17.6836,141.07
NTQ,Wajima,37.293097,136.961853
NTR,Monterrey,25.865572,-100.237239
NTT,Niuatoputapu,-15.9767,-173.755
NTU,Oceana,36.820703,-76.033542
NTX,Ranai-Natuna Besar Island,3.908714,108.387897
NTY,Pilanesberg,-25.333822,27.173358
NU8,Markham,43.935278,-79.263333
NUE,Nuernberg,49.4987,11.066897
NUI,Nuiqsut,70.21,-151.005556
NUL,Nulato,64.729444,-158.074167
NUP,Nunapitchuk,60.905833,-162.439167
NUQ,Mountain View,37.416142,-122.049139
NUR,Nurnberg,49.446,11.081944
NUS,Norsup,-16.0797,167.401
NUW,Whidbey Island,48.351803,-122.655906
NUX,Novy Urengoy,66.041811,76.313938
NVA,Neiva,2.95015,-75.294
NVI,Navoi,40.1172,65.1708
NVK,Narvik,68.435833,17.388056
NVP,Novo Aripuana,-5.121389,-60.380556
NVS,Nevers,47.002625,3.113333
NVT,Navegantes,-26.879999,-48.65139
NWA,Moheli,-12.298108,43.7664
NWI,Norwich,52.675833,1.282778
NXP,Twenty Nine Palms,34.296161,-116.162203
NXX,Willow Grove,40.199833,-75.148167
NY9,Long Lake,43.9750617,-74.42044
NYA,Nyagan,62.11,65.615
NYC,New York,40.714167,-74.005833
NYE,NYERI,-0.34,36.91
NYG,Quantico,38.501683,-77.305333
NYI,Sunyani,7.361828,-2.328756
NYK,Nanyuki,-0.067,37.033
NYM,Nadym,65.4809,72.6989
NYN,Nynashamn,58.9,17.95
NYO,Stockholm,58.788636,16.912189
NYT,NAYPYITAW,19.374,96.121
NYU,Nyuang U,21.17383327,94.9246666
NZA,Nazca,-14.854192,-74.961811
NZC,Jacksonville,30.2187,-81.8767
NZH,Manzhouli,49.566667,117.329444
NZJ,Santa Ana,33.676132,-117.731164
NZY,San Diego,32.699219,-117.21531
O03,Morgantown,40.1570414,-75.8704892
O27,Oakdale,37.7563333,-120.8001944
OAG,Orange,-33.3817,149.133
OAJ,Jacksonville NC,34.829164,-77.612139
OAK,Oakland,37.721278,-122.220722
OAL,Marktoberdorf,47.78,10.627
OAM,Oamaru,-44.97,171.081667
OAR,Fort Ord,36.681878,-121.762347
OAX,Oaxaca,16.999906,-96.726639
OBC,Obock,11.968333,43.278611
OBE,Okeechobee,27.265833,-80.851111
OBF,Oberpfaffenhofen,48.081364,11.283067
OBN,North Connel,56.464,-5.4
OBO,Obihiro,42.733333,143.217222
OBS,Aubenas-vals-lanas,44.544236,4.372192
OBU,Kobuk,66.912222,-156.897222
OBX,Obo,-7.583,141.317
OBY,Ittoqqortoormiit,70.485278,-21.966667
OCA,Ocean Reef Club Airport,25.325393,-80.274775
OCC,Coca,-0.462886,-76.986842
OCF,Ocala,29.1725,-82.224167
OCJ,Ocho Rios,18.404247,-76.969017
OCV,Ocana,8.315061,-73.358331
ODB,Cordoba,37.842006,-4.848878
ODE,Odense,55.476664,10.330933
ODH,Odiham,51.234139,-0.942825
ODN,Long Seridan,3.967,115.05
ODO,Bodaibo,57.5137,114.1348
ODS,Odessa,46.426767,30.676464
ODY,Muang Xay,20.6827,101.994
OEB,Coldwater,41.9335691,-85.0522935
OEM,Paloemeu,5.811111,-55.190833
OER,Ornskoldsvik,63.408339,18.990039
OES,San Antonio Oeste,-40.7512,-65.0343
OFF,Omaha,41.118332,-95.912511
OFU,Ofu,-14.184444,-169.67
OGG,Kahului,20.89865,-156.430458
OGL,Georgetown,6.806944,-58.104444
OGN,Yonaguni Jima,24.466944,122.977778
OGS,Ogdensburg,44.681854,-75.4655
OGX,Ouargla,31.917223,5.412778
OGZ,Beslan,43.2051,44.6066
OHD,Ohrid,41.179956,20.742325
OHE,Mohe County,52.915,122.427
OHH,Okha,53.583333,142.933333
OHO,Okhotsk,59.4101,143.057
OHR,Wyk,54.411,8.3145
OIA,Ourilandia do Norte,-6.763056,-51.05
OIM,Oshima,34.782033,139.360306
OIR,Okushiri,42.071667,139.432911
OIT,Oita,33.479444,131.737222
OJC,Olathe,38.5051,-94.4415
OKA,Okinawa,26.195814,127.645869
OKB,Fraser Island,-24.95841,153.3145
OKC,Oklahoma City,35.393089,-97.600733
OKD,Sapporo,43.1161,141.38
OKF,Okaukuejo,-19.1492,15.9119
OKI,Oki Island,36.181125,133.324844
OKJ,Okayama,34.756944,133.855278
OKN,Okondja,-0.665214,13.673133
OKO,Yokota,35.748492,139.348483
OKR,Yorke Island,-9.75703,143.411
OKU,Mokuti Lodge,-18.8128,17.0594
OKY,Oakey,-27.411389,151.735278
OLA,Orland,63.698908,9.604003
OLB,Olbia,40.898661,9.517628
OLC,Sao Paulo de Olivenca,-3.465556,-68.918889
OLF,Wolf Point,48.094444,-105.575
OLH,Old Harbor,57.218056,-153.269722
OLM,Olympia,46.9694044,-122.9025447
OLN,Colonia Sarmiento,-45.6,-69.083333
OLP,Olympic Dam,-30.485,136.877
OLS,Nogales,31.417722,-110.84789
OLT,San Diego,32.7552,-117.1995
OLV,Olive Branch,34.876944,-89.783333
OLZ,Olpoi,-14.8817,166.558
OMA,Omaha,41.303167,-95.894069
OMB,Omboue Hospial,-1.574733,9.262694
OMC,Ormoc City,11.057997,124.565322
OMD,Oranjemund,-28.5847,16.4467
OME,Nome,64.512203,-165.445247
OMF,Mafraq,32.356353,36.259181
OMH,Uromiyeh,37.6681,45.0687
OMM,Marmul,18.133333,55.266666
OMN,Ormond Beach,29.1804,-81.06497
OMO,Mostar,43.2829,17.845878
OMR,Oradea,47.025278,21.9025
OMS,Omsk,54.967042,73.310514
ONB,Ononge,-8.583,147.2
OND,Ondangwa,-17.8782,15.9526
ONG,Mornington Island,-16.6625,139.178
ONH,Oneonta,42.524722,-75.064444
ONJ,Odate Noshiro,40.1919,140.371
ONP,Newport,44.580361,-124.057917
ONQ,Zonguldak,41.506111,32.088611
ONS,Onslow,-21.667,115.116
ONT,Ontario,34.056,-117.601194
ONX,ColÃ_n,9.35664,-79.8674
OOK,Toksook Bay,60.541389,-165.087222
OOL,Coolangatta,-28.164444,153.504722
OOM,Cooma,-36.3006,148.974
OPF,Miami,25.907,-80.278389
OPO,Porto,41.248055,-8.681389
OPS,Sinop,-11.885,-55.586
OPU,Balimo,-8.05,142.933
OQN,West Goshen Township,39.5924,-75.3455
OQU,North Kingstown,41.5971389,-71.4121389
ORA,Oran,-23.152779,-64.32917
ORB,Orebro,59.223733,15.037956
ORD,Chicago,41.978603,-87.904842
ORE,Orleans,47.987778,1.760556
ORF,Norfolk,36.894611,-76.201222
ORG,Paramaribo,5.81108,-55.1907
ORH,Worcester,42.2673,-71.8757
ORI,Port Lions,57.885278,-152.846111
ORJ,Orinduik,4.7,-60.016667
ORK,Cork,51.841269,-8.491111
ORL,Orlando,28.545464,-81.332936
ORN,Oran,35.623858,-0.621183
ORP,Orapa,-21.2667,25.3167
ORS,Orpheus Island,-18.634,146.5
ORT,Northway,62.961334,-141.929136
ORV,Noorvik,66.8175,-161.022222
ORW,Ormara Raik,25.2747,64.586
ORX,Oriximina,-1.714167,-55.836111
ORY,Paris,48.725278,2.359444
OSB,Mosul,36.305833,43.1475
OSC,Oscoda,44.451558,-83.394053
OSD,Ã–stersund,63.1944,14.5003
OSH,Oshkosh,44.024983,-88.551336
OSI,Osijek,45.462667,18.810156
OSK,Oskarshamn,57.350453,16.497972
OSL,Oslo,60.193917,11.100361
OSN,Osan,37.090617,127.029594
OSP,Slupsk,54.478889,17.1075
OSR,Ostrava,49.696292,18.111053
OSS,Osh,40.608989,72.793269
OST,Ostend,51.198889,2.862222
OSU,Columbus,40.0798,-83.073
OSW,Orsk,51.0725,58.5956
OSY,Namsos,64.4722,11.5786
OSZ,Koszalin,54.041,16.266
OTD,Contadora Island,8.62876,-79.0347
OTH,North Bend,43.4171,-124.246
OTI,Morotai Island,2.045992,128.324708
OTP,Bucharest,44.572161,26.102178
